"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","another_job"
29725.0,"city_40",0.776,"Male","No relevent experience","no_enrollment","Graduate","STEM",15.0,"50-99","Pvt Ltd",5.0,47.0,0.0
666.0,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Masters","STEM",23.0,"50-99","Funded Startup",4.0,8.0,0.0
402.0,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13.0,"<10","Pvt Ltd",5.0,18.0,1.0
27107.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7.0,"50-99","Pvt Ltd",1.0,46.0,1.0
23853.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5.0,"5000-9999","Pvt Ltd",1.0,108.0,0.0
25619.0,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"1000-4999","Pvt Ltd",3.0,23.0,0.0
6588.0,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16.0,"Oct-49","Pvt Ltd",5.0,18.0,0.0
31972.0,"city_159",0.843,"Male","Has relevent experience","no_enrollment","Masters","STEM",11.0,"100-500","Pvt Ltd",1.0,68.0,0.0
19061.0,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",11.0,"100-500","Pvt Ltd",2.0,50.0,0.0
7041.0,"city_40",0.776,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",0.0,"1000-4999","Pvt Ltd",1.0,65.0,0.0
10408.0,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18.0,"50-99","Funded Startup",2.0,68.0,1.0
14928.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"100-500","Pvt Ltd",3.0,40.0,0.0
22293.0,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",19.0,"5000-9999","Pvt Ltd",5.0,141.0,0.0
26966.0,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"100-500","Pvt Ltd",5.0,82.0,0.0
26494.0,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",12.0,"5000-9999","Pvt Ltd",3.0,145.0,0.0
4866.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10.0,"Oct-49","Early Stage Startup",2.0,206.0,0.0
10164.0,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",23.0,"100-500","Pvt Ltd",4.0,42.0,1.0
2547.0,"city_114",0.926,"Female","Has relevent experience","Full time course","Masters","STEM",16.0,"1000-4999","Public Sector",2.0,14.0,0.0
5590.0,"city_21",0.624,"Male","Has relevent experience","Part time course","Masters","STEM",9.0,"5000-9999","Pvt Ltd",3.0,7.0,1.0
9006.0,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5.0,"100-500","Pvt Ltd",7.0,87.0,1.0
25987.0,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",19.0,"10000+","Public Sector",4.0,52.0,1.0
25103.0,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11.0,"Oct-49","Pvt Ltd",1.0,21.0,0.0
2195.0,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10.0,"100-500","Pvt Ltd",2.0,102.0,0.0
30533.0,"city_105",0.794,"Male","No relevent experience","no_enrollment","Graduate","Humanities",5.0,"10000+","Pvt Ltd",5.0,26.0,0.0
12253.0,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"100-500","Pvt Ltd",1.0,45.0,0.0
25296.0,"city_73",0.754,"Male","Has relevent experience","Full time course","Graduate","STEM",2.0,"50-99","Early Stage Startup",2.0,52.0,0.0
18578.0,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",23.0,"100-500","Pvt Ltd",5.0,26.0,1.0
26516.0,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.0,"100-500","Pvt Ltd",3.0,25.0,0.0
8433.0,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Masters","Humanities",23.0,"100-500","Pvt Ltd",5.0,48.0,0.0
5878.0,"city_93",0.865,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10.0,"50-99","Pvt Ltd",2.0,142.0,1.0
25695.0,"city_67",0.855,"Other","No relevent experience","no_enrollment","Masters","Humanities",4.0,"10000+","Pvt Ltd",4.0,13.0,0.0
12730.0,"city_16",0.91,"Female","Has relevent experience","no_enrollment","Masters","Humanities",14.0,"500-999","Public Sector",1.0,28.0,0.0
12731.0,"city_13",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2.0,"Oct-49","Pvt Ltd",1.0,29.0,0.0
22683.0,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM",5.0,"50-99","Pvt Ltd",2.0,65.0,0.0
22134.0,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Humanities",3.0,"100-500","Pvt Ltd",1.0,35.0,0.0
31765.0,"city_67",0.855,"Male","No relevent experience","Full time course","Graduate","STEM",9.0,"10000+","Pvt Ltd",3.0,14.0,0.0
31449.0,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",2.0,"<10","Early Stage Startup",1.0,4.0,0.0
5987.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15.0,"50-99","Pvt Ltd",5.0,12.0,0.0
21762.0,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"50-99","Pvt Ltd",2.0,108.0,0.0
28403.0,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15.0,"Oct-49","Early Stage Startup",1.0,86.0,0.0
30937.0,"city_57",0.866,"Female","No relevent experience","Part time course","Graduate","STEM",0.0,"Oct-49","Pvt Ltd",2.0,83.0,0.0
16869.0,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities",3.0,"100-500","Pvt Ltd",1.0,13.0,1.0
12081.0,"city_65",0.802,"Male","Has relevent experience","Full time course","Graduate","STEM",9.0,"50-99","Pvt Ltd",1.0,33.0,0.0
7016.0,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.0,"50-99","Pvt Ltd",2.0,14.0,1.0
8695.0,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.0,"Oct-49","Pvt Ltd",2.0,27.0,1.0
6172.0,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8.0,"100-500","Pvt Ltd",1.0,24.0,1.0
18257.0,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",11.0,"500-999","NGO",5.0,20.0,0.0
1180.0,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12.0,"5000-9999","Pvt Ltd",1.0,52.0,0.0
28627.0,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"50-99","Pvt Ltd",2.0,160.0,0.0
8168.0,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",9.0,"5000-9999","Pvt Ltd",2.0,3.0,0.0
10473.0,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2.0,"<10","Pvt Ltd",2.0,2.0,1.0
25349.0,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"1000-4999","Pvt Ltd",5.0,28.0,0.0
4789.0,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8.0,"50-99","Pvt Ltd",1.0,210.0,0.0
11338.0,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10.0,"<10","Pvt Ltd",1.0,36.0,0.0
8571.0,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",2.0,"Oct-49","NGO",2.0,101.0,0.0
20576.0,"city_97",0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"1000-4999","Pvt Ltd",5.0,19.0,0.0
32966.0,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3.0,"100-500","Pvt Ltd",2.0,26.0,1.0
18819.0,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9.0,"<10","Pvt Ltd",4.0,59.0,0.0
14199.0,"city_160",0.92,"Male","Has relevent experience","Part time course","Graduate","Business Degree",10.0,"50-99","Funded Startup",1.0,260.0,0.0
7666.0,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM",11.0,"50-99","Pvt Ltd",5.0,74.0,0.0
13915.0,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",23.0,"100-500","Pvt Ltd",2.0,20.0,1.0
10555.0,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12.0,"100-500","Pvt Ltd",2.0,8.0,0.0
16040.0,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.0,"100-500","Pvt Ltd",1.0,131.0,0.0
13253.0,"city_82",0.693,"Male","Has relevent experience","Full time course","Graduate","STEM",11.0,"Oct-49","Pvt Ltd",2.0,109.0,0.0
15637.0,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",3.0,"100-500","Pvt Ltd",1.0,70.0,0.0
28074.0,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",23.0,"100-500","NGO",5.0,17.0,0.0
